RATE,TITLE,CONTENT
5,Excelente,"Excelente producto una belleza de espacio para colocar lo que se te ocurra. Si buscan un gabinete de excelencia lo recomiendo sin dudarlo, fino detalle en la estructura, el color blanco le agrega una estética profesional, no preocuparse por la refrigeración ya que tiene pensado slots para coolers por todos lados y si eso no te es suficiente podés adquirir más accesorios para otros dos una locura, el cableado cuesta un poco colocarlo ya que tiene sus vueltas para que no se note tiene pensado los caminos de los cables, te toma un poquito más de tiempo colocarlos pero el resultado es increíble,  tiene un hermoso vidrio templado muy resistente (recomendacion por las dudas no exponerlo a un cambio de temperatura muy brusco, estoy hablando de algo extremo ) ya que es grueso, posee unos filtros en donde va la fuente y tanto arriba como en el frente para que no le entre polvo o por lo menos motas de polvo medianas una genialidad. Sin más que decir les recomiendo comprobarlo con sus propios ojos un lujo espero haber sido de ayuda."
5,excelente producto!,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Molestie nunc non blandit massa enim nec dui. Nunc faucibus a pellentesque sit amet. Placerat in egestas erat imperdiet sed euismod nisi porta lorem. Augue interdum velit euismod in. A lacus vestibulum sed arcu. Ac turpis egestas maecenas pharetra convallis posuere morbi leo. Maecenas volutpat blandit aliquam etiam erat velit scelerisque. Malesuada proin libero nunc consequat interdum varius sit. Pellentesque nec nam aliquam sem et tortor consequat id porta. Bibendum neque egestas congue quisque egestas diam in. Vitae justo eget magna fermentum iaculis eu. Velit laoreet id donec ultrices tincidunt arcu non. Lectus quam id leo in vitae turpis massa. Sagittis purus sit amet volutpat. Tellus at urna condimentum mattis pellentesque. Volutpat lacus laoreet non curabitur. Elementum curabitur vitae nunc sed velit dignissim sodales. Purus sit amet luctus venenatis lectus magna fringilla. Sit amet mauris commodo quis."
5,Excelente calidad con buena imagen.,"Si queres grabar video y ver en vivo full HD (1080) entonces tenes que pagar este precio. Hay muchos equipos que son confusos, ya que son hd, pero 720, o las camaras son 1080 pero el DVR no graba en 1080. La cuestion es que a mas resolucion, mas pixeles por lo que podes ver las imagenes mas nitidas, mas aun si queres ver algo con el zoom. Por ejemplo, una patente de un auto a mas de 5 metros, con 1080 no la ves bien, imaginate con 720. Si queres alta fidelidad habria que ir por equipos de 4MP en adelante, pero son carisimos (y las camaras son carisimas). Para resumirla: 1MP (720p - No sirve para nada, se ve horrible). 2MP (1080p, se ve rostros, formas mas definidas, patentes de autos pero a no mas de 5 metros de distancia). 3MP, 5MP, 8 MP (4K-2160p).  Hay que asesorarse para el DVR que uno compra acepte la calidad maxima de la camara que van a instalar, si no es como tenewr contratado el TV cable en HD pero tener una tele de tubo.   Tambien es importante ver en relacion a las camaras, en angulo de apertura, hay de 2.8, 3.6, etc. 3.6 por ejemplo abarca un angulo de imagen de 80-90 grados, en cambio 2.8 va hasta los 110 grados. Depende la zona donde uno quiera ver imagen o que quiera ver, corresponde tener mayor o menos angulo de vision. Espero haya podido aclarar alguna duda, a modo de ejemplo les dejo unos videos de youtube  Resolucion: https://youtu.be/JgZtjfjJ4eM o este https://youtu.be/ZkAUosDyLnI  Angulos de apertura: https://youtu.be/PXmHDKpxZUc"
4,Buena para porte diario,"Linda pincita. El tamaño es muy conveniente para ponerla en el cinto y llevarla siempre encima, siendo de ayuda para resolver pequeñas situaciones que requieran doblar o apretar. Las terminaciones son un poco rusticas, nada grosero igualmente. Los elementos de funciones secundarias no me parecen muy buenos. Pero vamos, es una pinza de 9 dolares. La calidad esta relacionada al precio, no esperes una leatherman. Es liviana, no se nota cuando la llevas encima, con funda y todo no pesa mas de 120g. Y esa es su mayor fortaleza. Estaba por comprar otra grande para porte diario, pero se que si es grande y pesada con el tiempo no le iba a sacar de casa, por mi uso mas bien ocacional. Viene con una fundita muy pequeña con abrojo que no se nota ni se engancha, que trae pasacinto. En resumen: como pinza subcompacta esta bien y te puede ser de utilidad. Para las otras funciones que tiene, en todo lo que no sea apretar o doblar, mejor te recomiendo que lleves una victorinox que en calidad esta a muchos años luz aunque tambien sea mucho mas cara. La volveria a comprar? Si."
4,cortadora domestica. Quieren mejor: paguen mas,"Podadora de origen china, ese es el material...De todas maneras es medianamente resistente siendo cuidadoso, lo mas sensible me parece el selector para estirar el caño, se me rompió una parte haciendo mucha fuerza. Las instrucciones son pobres para armarlo pero no es dificil con buena voluntad, viene separado en algunas partes. El corte es bueno. Funciona realmente en cualquier posición el cabezal.   La queja del peso es cierta, por eso viene con una correa para pasar por los hombros como para ayudarse similar a una sesgadora pero mas basica (eso es ya reconocer que es pesada antes de utilizarla). Si son mujeres/varones no fortachonas/es desistan, porque es realmente pesada si pasan mucho tiempo cortando. Creo que en precio calidad es una buena opción, dentro de algo que no es profesional sino doméstica, como para cortar el cerco una vez cada varios meses. Corta ramas de 1 cm, y algo mas, si creció mas obviamente se traba como cualquiera de las otras, aunque algo menos; tenía una black  decker común y se trababa mas que esta.    Es ruidosa pero no creo que sea un requisito importante.    Para mi gusto le faltaría la opción que se pueda trabar el gatillo de la base para no estar que estar presionando todo el tiempo con ambas manos para que funcione, en mi caso resistí la tentación de la cinta scotch o el alambre y utilicé un precinto simple para dejar trabado el mando y con la mano del barral dirigirla y prenderla."
5,"Muy buen producto, pero no perfecto...","La verdad que es un muy buen selfie stick, como siempre Xiaomi haciendo cosas de muy buena calidad y baratos (dentro de todo, gracias a la inflación xd). Los materias de construcción son sólidos, el trípode quizá es su punto mas frágil pero si lo tratas bien no hay ningún drama. Se logra mantener en casi todas las superficies. El pulsador funciona a bastante distancia y la autonomía de la batería no se de cuanto será pero no lo cargo nunca y siempre prende ??.    Sin embargo para ser un selfie stick es bastante corto, igual yo lo compré sabiendo eso por lo que no es que sea algo que no esperaba, pero bueno es uno de los puntos malos a destacar. Otra cosa es que depende el celular que le pongas tenes que sacarle la funda porque te corre toda cuando lo colocas, por ejemplo yo tengo el Redmi Note 5 Plus y queda super justo, también no podes poner el celular centrado porque según donde tenga los botones el sistema de agarre los apreta. También si usas el trípode no podes rotar a a mas de 45° el celular porque se cae para el lado que está rotado por el peso del mismo.    Para sacarse fotos a uno mismo viene de 10, como selfie stick podría ser un poquito mas largo, pero igual cumple su función.    9/10 lo volvería a comprar si me lo roban."
5,"Excelente, gratamente sorprendido","La caja hace parecer que es un producto trucho, y la calidad de los materiales exteriores no inspira mucha confianza. Pero al conectarlo la historia es otra. En mi caso lo compré porque tengo un mother Gigabyte Z390 que me produce una pequeña descarga e interferencia en los parlantes, porque los conectores de audio están mal aislados y toma la estática de todos los cables USB y HDMI que están alrededor, en especial de la placa de video. Básicamente lo que necesitaba hacer es alejar la entrada de audio del gabinete. No solo me solucionó el problema a la perfección, sino que estoy asombrado por la calidad de audio que tiene. Lo uso con un equipo Edifier 2.1 y suena excelente, fuerte y con muy buena calidad de sonido, en especial los graves. Reconozco que soy bastante histérico con el audio porque escucho música 12 horas por dia, y estoy tan sorprendido con el funcionamiento de ésta placa, que por eso me tomé la molestia de escribir ésto. Suena igual o incluso mejor que la onboard de mi placa madre que es de gama media/alta y tiene uno de las mejores placas de sonido onboard. Totalmente recomendable."
5,La verdad de la milanesa papá!,"Excelente producto, te saca todo el pelo y aunque sea uno generico y no venga en el blister de la foto funciona perfecto, recomendado 100%, el que tiene cinta adhesiva ni se compara con este, tuve los dos y no es por raton de no comprar repuestos sino que la cinta solo saca los que estan en la superficie y no los que quedan pegados entre los tejidos. Este cepillo en cambio saca los mas complejos. Ideal para todo tipo de superficies y el autolimpiado que trae es lo mejor. Dos gatos gordos que pelechan como si les hiciera quimioterapia y gracias a este cepillo puedo volver a ver el mundo sin alergias en mis ojos. Si estas dudando porque alguno le puso 3 estrellas porque no le vino en rojitto o rosadito, no seas tonto, compralo con los ojos cerrados si vivis en un mundo de pelos de tus mascotas. Queres volver a vestirte como una persona normal? y no verte como un indigente con ropa desaturada por los pelos de tus mascotas? compralo antes que suba el dolar y termines comiendote a tus mascotas por la malaria de la inflación. Date un gusto para vivir mejor, no es un champagne lo que te estas comprando ni un bono en dolares de un pais emergente, es un cepillo para sacarte los pelos de la ropa y funciona! yo no tengo la verdad absoluta pero me acerco demasiado ;)."
4,"Lindo cambio de luz, decorativo. Calidad Osram","-La calidad OSRAM es de lo mejorcito que se consigue acá y a un buen precio.   -Lo que hay que tener mucho cuidado es con las Osram truchas que venden que te responden es tecnologia alemana y en realidad es origen chino. Las osram originales son de Alemania.  -Por otro lado tambien hay que tener cuidado con las publicaciones que ponen que h8 h11 y otra mas que no recuerdo son identicas no son identicas, tienen el mismo conector, pero cambian el ancho de las patitas... a estas lamparas para adaptarlas a H11 le tuve que limar una patita para que enganche, sino imposible.  -Ultimo punto a tener en cuenta, estas luces llamadas acá antiniebla y en casi todo el mundo llamadas mucho mejor: auxiliares. Son eso, luces auxiliares, no sirven absolutamente para nada en la niebla, sean estas, sean xenon, sean nightbreaker, led o amarillas o comunes, ninguna luz sirve en la niebla, mientras mas luz tengas mas te refleja, menos ves. La unica funcion de esta luz es iluminar un poco mas el ancho de la ruta, si es que la ruta está demarcada. Por ende su unica funcion es decorativa. Yo las compré porque cambié las bajas y altas (h1 y h7) a las cool blue y para que no quede de 2 colores cuando use las auxiliares le compré el mismo tono. En bajas y altas si sirve porque es un tono mas neutro mucho menos calido y brillan mas los carteles y se nota que iluminan mas lejos que con las comunes halogenas."
5,Excelente,"Es una consola excelente, super versátil a la hora de jugar. Podes usarla en modo portátil, sobre mesa o conectandola al TV. Su fuerte es el modo portátil, donde podés jugar juegos de última generación en cualquier lugar. Puntos a favor, los exclusivos de Nintendo que hablan por si solos, Marios, Zelda, Pokemon, etc. Otro punto importante son los juegos indies, que en lo personal, creo es donde mejor se disfrutan este tipo de títulos. Por otro lado el precio de estos son muy accesibles y nos dan horas y horas de juego, sin tener que gastar un dineral absurdo como en los títulos exclusivos de Nintendo. Diciendo esto, nombro un par de contras, que no le hacen mal a la consola pero te deja pensando si realmente es para vos. Los juegos son caros realmente, y más en nuestra economía Argentina actual. Los porteos de grandes juegos AAA como DOOM, Fornite, Wolfenstein, MK 11, etc. Tienen un Downgrade gráfico notable. Con lo cual si estas buscando que los juegos se vean de la hostia, esta no es tu consola. No obstante, la portabilidad que te ofrece Switch para que juegues a estos grandes títulos creo que equipara este tema y lo visual pasa a 2do plano. No te olvides que ninguna otra consola te va a dejar correr Doom 2019 en la palma de tu mano. Sin más, saludos!"
4,Muy contento con el libro.,"Latarjet Ruiz Liard 5ra Ed (2 tomos). El libro viene muy bien encuadernado con  hojas de buena calidad. Está actualizado, sobre todo en Sist. Nervioso y tiene corregidos algunos errores que venían de las ediciones anteriores 4, 3 y 2da. por ej. la Fig. 36-16 (Gang. Pterigoideo) donde en la descripción estaba al revés el nombre de las fibras simpáticas y para simpáticas (colores rojo y azul). Eso ahora se corrigió. Algo muy bueno es que los gráficos ahora son con líneas con las respectivas descripciones en la imagen, a diferencia de la referencia numerada de las ediciones 3ra y 2da. En general es lo mismo que las versiones anteriores, yo tengo la 3ra y la 2da y vengo leyéndolo desde hace casi 25 años, pero lo volví a comprar porque se actualiza cada 6 o 10 años. Para el e-book hay un código para raspar adentro de la tapa del frente de cada tomo. Con eso nos registramos en la página web y nos habilita a verlo en TruePDF con una calidad de primera y con exactamente el mismo formato del libro. El problema es que solo se puede leer desde la página de la Editorial Panamericana y con el visor que ellos tienen. En teoría no se podría descargar para leerlo off-line con otro visor pdf. No se si hay forma de descargarlo, espero eso se solucione. Estoy muy contento con el libro. Saludos."
4,"Mouse de primera, un lujo usar este mouse.","Tengo este logitech g502 hero hace un par de semanas. Realmente es bueno, ergonómico y cómodo con apoya dedo gordo, la rueda tiene un botón para que gire normal o libremente sin fin, tiene luces leds que cambian según la configuración y totalmente configurales en cuanto a color e intensidad del brillo. Todo se configura instalando el logitech gaming software v9.02 que se actualiza constantemente. Los botones son totalmente configurables, menos obviamente el que controla la rueda, pero tiene otro más atrás a la par del de la rueda que si se configura. También tiene un Chip de Memoria Integrado que guarda las configuraciónes y se le puede actualizar el Firmware. Puede cambiar los dpi y configurarlos a casi cualquier valor, yo lo uso en 600 dpi para win10 y en 400 dpi para juegos shooters 1ra persona. También trae pesas, pero sin ellas ya es medio pesado. Se supone que si compras un mouse de estos también tendrás un buen mouse pad acorde. No le doy 5 estrellas porque con el software a veces la configuración de los botones no se setea bien, pero con un 2do intento ya se configuran bien, pasa que tiene muchos botones y a veces dejamos 2 con las mismas funciones y eso hace que cambie otra, igual solo un detalle nada importante. El mouse es realmente de primera un lujo usar un mouse así !! saludos."
4,Imprimí desde y sólo desde tu celular,"Si querés una impresora solamente wifi que la puedas usar con el celular, es una muy buena compra. Remarco esto porque es solo wifi, no se conecta a la PC, así que si ese era tu plan, tus documentos de la computadora van a tener que pasar por un dispositivo wifi antes de imprimirlos. Ojo no es lo más intuitivo del mundo lo Gear celular con impresora. Y al no estar conectada a una pc, las instrucciones que te vaya a mostrar te las va a imprimir. Así que ponele hojas.  Por otro lado el sistema continuo no es difícil de armar, ellos te mandan unas instrucciones medio pelo, yo nunca había armado uno y con un tutorial de YouTube no me llevó más de media hora, lo que sí, prepárate para mancharte flojo de tinta. Ellos también te mandan algunas herramientas pero vos tenes que tener a mano una pistola de silicona, una sierra pequeña (un cutter común, como indican las instrucciones, no sirve para modificar la impresora), alcohol (para limpiar el enchastre) y buscate algo para elevar la impresora, porque si están a la misma altura que los tanques, entonces no va a chupar tinta. Parece un quilombo pero no lo es tanto. Básicamente se trata de una modificación para recargar los cartuchos constantemente, lo cual los hace mucho más rendidores, tenes a la vista lo que les queda de tinta y podes rellenarlos muy fácilmente."
5,Medicamento recetado por mi gastroenterólogo,"Empecé ayer cuando llegó la medicación a incorporarla, note un cambio revolucionario en mi abdomen y estómago.  Tengo cálculos en la vesícula de y obvio, quedó a la espera de la mejoría y cumplo tal cual me indican por las órdenes médicas y del laboratorio. Tomo directamente del frasco una cuchara al ras del remedio en más de un tercio de vaso de agua y ya se notó cambio en mi abdomen. Toda una Revolución, desapareció la acidez inmediatamente y algunas molestias leves, lo demás es un compás de espera bueno. Tengo una litiasis o sea un cálculo vesicular de casi 2 centímetros hay que esperar pero si hay cambios que uno se nota que la medicación actúa desde el principio. Obviamente que tener un control médico yo sobre esta medicación o tinturas madres o como se llame siempre tengo un control médico de hecho estoy rodeada de médicos y es para mí ya se nota el efecto inmediatamente la acidez desapareció inmediatamente de un alto componente evidentemente de vitamina c eso de acuerdo al medico es muy bueno para las defensas,  de acuerdo a las casuísticas médicas Pero bueno, no es igual para todos, cada organismo es diferente al otro y a mí me da este resultado hoy, es bueno en otro depende de cada persona a mí me gustó me parece adecuado hoy y lo seguiré avaluando, con el gastroenterólogo conmigo Qué es el que me mandó a comprar este remedio y él me va a evaluar con tomografías con ecografías de a poquito así que para mí es genial siempre que se controle con un médico gracias."
5,Fabulantástico,"La relacion precio-calidad esta (casi) del toda buena por exepciónes como el cúter por ejemplo, que es uno simple de plástico, como el que conseguis en una ferreteria berreta por 25 pesos, en la que el tipo que te atiende te hace la del tio y te dice: sisí flaco, este cúter es la verdad de la milanesa, es la posta posta, es uno exportado de u. S. A papá, de la land of freedoom guacho, donde todo es de re buena calidad, como mi local, porque yo no vendo esas berretadas como las que venden las otras ferreterias o como las que vende ese tal jorge, este cúter es re duradero pibe y trae una hoja de diamante que pica mas de lo que muerde y corta mejor que bisturí salido de fabrica.  pero después te fijas y al reverso del plastico dice made in china y encima cuando intentas cortar un cartón: o la guillotina pierde el filo o directamente se parte porque es alta berretada ¿y querés saber lo más triste? que final te das cuenta que un tramontina corta mejor que esta cosa; alfinal te gastaste casi 3 gambas esperando conseguir un set de herramientas ((semi)) descente pero al final te garparon, con razón después te termina gorreando tu novia con tu mejor amigo, pero bueno igual che va de onda eu, recuerden que yo tambien me comí el viaje y compré este set, asi que nada, f."
5,Impecable escoces con entrega mas impecable todavi,"Excelente!    Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.    Why do we use it?  It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like)."
