RATE,TITLE,CONTENT
3,Faltaba el dispenser y cambiaron la descripción,"El producto es muy bueno, pero hubo un pequeño inconveniente con la venta: cuando lo compré, en la página figuraba la lista completa del juego, que incluía un dispenser para jabón, tal y como se ve en la foto.    Sin embargo, al llegar faltaba ese dispenser (el resto estaba). Cuando envié un mensaje al comprador reclamándolo, me contestaron que, al estar agotado fue excluido del set en la descripción: me fijé en la descripción del producto y, efectivamente, el dispenser ya no figuraba.    Como sí había figurado al momento de la compra (lo borraron un rato antes de que yo hiciera el reclamo), insistí en que tenían la obligación de enviármelo: me ofrecieron un reintegro de $140 porque, como me habían dicho, estaba agotado. Acepté y recibí el dinero en Mercado Pago.    Si bien el problema se solucionó y finalmente estoy conforme con el producto, me pareció una desprolijidad que cambiasen la descripción del producto sobre la marcha, para después, al momento del reclamo, decirme que el dispenser no estaba incluido: si yo no les hubiese señalado que estaba al momento de la compra, no me habrían ofrecido el reintegro.    Creo que Mercado Libre debería permitir que los usuarios guardasen las descripciones de los productos AL MOMENTO DE LA COMPRA, ya que la publicación puede ser editada en cualquier momento por el vendedor, pudiendo de esta manera vender algo diferente a lo que originalmente se había ofrecido."
3,Buena pero con detalles importantes,"***pros:construcción robusta. Tengo otros productos Einhell y todos han salido confiables y duraderos. Tiene mucha fuerza. Corte varias tablas de 1 pulgada sin esfuerzo realmente. Permite cambio de velocidad e inclinación vertical (La variación es casi imperceptible) y horizontal. El sistema de cambio rápido de hoja es muy práctico aunque el cierre es raro (No parece ajustar del todo). Dicho esto, cuando la probé no se movió en absoluto. Viene con maletín, lo que es muy practico. ***contras: la hoja de corte que trae no sirve para nada. Probé cortar una tabla de una pulgada y no solo se trababa (al punto de que si no la hubiese tenido bien agarrada se me hubiese caído) sino que lo poco que corto quedo destrozado. La guía, tal como la de las otras marcas/modelos no sirve para nada. Como tiene un solo punto de apoyo, se mueve para todos lados durante el uso. Uno pensaría que algún fabricante ya se hubiese dado cuenta a esta altura pero no ... El botón de accionamiento es muy grande. Esto parece una tontería o cuestión de gusto pero cuando se quiere dejar de usar la sierra se termina accionándola, lo que la hace una herramienta peligrosa. No posee guía láser, lo cual es un problema porque el acrílico de protección delantero no es del todo transparente (lo que dificulta poder ver si la hoja esta alineada correctamente para iniciar el corte) y cuando se esta cortando la viruta se junta justo sobre la hoja y tampoco deja ver desde el costado."
3,Bueno,"Lo negativo: No pregunté pensando que la imagen era lo que ofrecia el producto. las pastillas que traen son las blancas , NO LAS ROJAS!! desconozco si el vendedor las probó y puede decir que son las mismas que las rojas.  consumo este producto hace tiempo. y despues de semanas probando las pastillas blancas hasta 3 al dia, maximo 4, no se le acerca nada a UNA SOLA ROJA que aun me quedan. claramente hay una GRAN DIFERENCIA para los que buscan las pastillas rojas. la activacion de la pastilla roja se nota dentro de la primera hora con  todos los sintomas de los efectos que produce.  Lo Positivo: el producto es un termogenico, cumple su funcion y se nota su activacion en el momento que se esta ejercitando con todos sus sintomas.  Conclusion: Para los que quieren un termogenico suave para arrancar, las pastillas blancas se recomiendan, los que quieren ir un paso mas, busquen las rojas. hay que decir ademas que cada cuerpo responde de manera diferente ante un quemador. la marca Muscletech es muy buena. por la falta de aclaracion / imagen incorrecta le doy 3 estrellas. si no serian 5"
3,Tarda mucho en disolverse y no está bien embalada.,La lavandina tarda en disolverse y llegó embalada en un recipiente con tapa tirada con los demás productos que estaban sueltos sólo separados por bolsas y con el movimiento se fueron rompiendo. Tienen que reforzar el tema del embalaje porque no se puede mezclar lavandina con jabón baja espuma y con detergente y sólo diferenciar un producto del otro por medio de una bolsa finita transparente atada con un precinto. y el doble perfume apenas viene en una botellita cargado hasta la mitad. Tienen que poner bolsas más gruesas o armar el envío de otra manera. Son productos caros qué hay que cuidarlos en todo momento y tienen que poderse conservar sin problemas. En una simple bolsa es muy difícil conservarlos. las pastas deberían estar en recipientes de plástico o con doble bolsa o triple bolsa pero no como las enviaron. El peso de un producto aplasta a los demás. Eso hay que pensarlo para que al cliente le llegue el producto como corresponde. Con los productos químicos hay que tener cuidado. No se pueden estar mezclando porque se altera su calidad.
3,Es bueno por el precio que tiene AFUERA.,"Es bueno por el precio que tiene AFUERA. Para ser lo que es, el precio en Argentina es excesivo. El viento lo mueve bastante realmente (mucho para mi gusto), la cámara es pésima (mejor quitarla y tirarla), no sirve para nada y es puro efecto jello que ni con Premiere se quita. Dicen que levanta una GoPro y es verdad, pero le cuesta MUCHISIMO realmente. Yo probé con una gopro hero session, una sjcam m20 y el movimiento que nunca para del drone, se bambolea a lo loco, hace que los videos no sirvan de mucho.     Y con la GoPro 7 Black, -esta última es la mejor poque estabiliza brutal (la cámara) el movimiento INCESANTE del drone- pero al ser la mas pesada lo pone muy pero MUY inestable. Con una brisa es imposible tener un frame en la misma posición que el anterior. Además el viento muchas veces confunde al barómetro y lo hace perder altura y aterrizar donde se le ocurra. Lo dicho, por 100 dólares está muy bien, mas no vale. Mi recomendación es que ahorres un poco mas y compres algo mejor, al día de hoy algo con motores brushless como puede ser el bayangtoys x21 (dentro de la misma gama, claro)"
3,bueno,"se demoro mas de lo que estaba estipulado,del resto nada que decir.----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll"
3,Bueno,"RECEPCION DE COCINA ARISTON: CG54SG1H-X-GHAG  N° SERIE: 03802312 -FECHA24/06/19 � RESP. 823.-  De parte de Garbarino recibimos  la cocina Ariston en la fecha y horario estipulado, en perfectas condiciones de embalaje. (Como siempre, hemos recibido de ellos la mejor atención).  Demoré mi respuesta, porque preferí  probar el funcionamiento debido a algunos detalles menores, que observé al realizar el desembalaje total  e inspección para su montaje. La cocina, presentaba ausencia total de los remaches lateral derecho visto de parte trasera vinculación con chapa trasera del horno, comprometiendo la puesta a tierra (PAT) gral. Además de otros superiores, mal ajustados.   Al encender el horno y tomar temperatura, se escuchó un fuerte ruido / chasquido como de saltar otro remache defectuoso, (son de baja sección y cortos, no soportan el más mínimo alabeo de la estructura, por distintos causales.)  Conclusión: se hace este comentario con las mejores intenciones, para  solicitar en firme, que haya modificación y un mayor y mejor control  a fin de evitar costos adicionales al cliente final, que no corresponden; como  reclamos y pérdidas de tiempo por detalles menores.   Por lo demás, funciona bien; la estética gral. y diseño, es muy agradable, da la sensación de fortaleza y calidad.  Además se logra un fácil, seguro y simple acceso al desmontaje de mecheros y tapa superior, con el objeto de  ver y revisar conexiones  y estado de las mismas.  Saludos cordiales,  Juan Hé"
3,Es recomendable pero...,"Recomendable para las personas fanáticas de Harry Potter, trae de todo y hay un surtido importante para todas las edades. Los stickers no los veo necesarios para una persona que está pisando los 30 años (lo compré para regalo) ya que la mayoría de fans que siguen la serie están pasando los 20 años de edad, pero el separador de libros, el anotador, la taza, el apoyador y el individual vienen genial no solo para un adulto sino también para los menores que les gusta esta saga.    Igualmente tengo algo negativo para acotar: en la imagen de la taza, te colocan una frase icónica de la serie que te hace pensar que viene impresa con el mismo material del producto pero no, es un sticker que luego de un par de lavados (PORQUE OJO, PARA QUE SE VAYA EL EFECTO TENES QUE LAVARLA CON AGUA FRÍA), se termina saliendo. Uno compra el producto practicamente porque lo que mas te llama la atención es la oración que contiene la misma pero no, después te comes el garrón a los dos o tres lavados porque ¡ups! resulta que era una pegatina. En cuanto a lo demás, es de buena calidad y está sumamente aprobado. Lo volvería a comprar."
3,Aceptable salvo la pésima duración de batería.,"Es un buen teléfono pero mucho menos de lo esperado.    Hace lag, la batería dura realmente poco (4,5 horas con suerte y sin salir al exterior), no se actualiza todos los meses ni mucho menos (ni siquiera a android 9), las cámaras son bastante buenas pero no el procesado de imágenes (atardeceres salen pésimo, de noche agrega color azul en lugares iluminados como dientes o aberturas que reflejan el flash u otra luz, y muchas veces saca movido). Eso sí, abrís la cámara y te come más de 1% o más de 2% por cada minuto. Imposible si estas de viaje. No pude usar la radio.     Es cómodo en la mano, tiene buen sonido el altavoz, es bastante configurable con excepciones insolitas: por ejemplo no se puede poner sonido gradual al despertador. No tuve problemas de señal, el wifi está bien, el bluetooth muy bien, el vibrador es realmente potente.    En fin, vengo de un modelo premium de marca japonesa y me arrepiento de haber comprado este móvil. Es muy notable la diferencia. No hay como no tener lag nunca (ni después de dos años de uso) y estar tranquilo que la batería te va a alcanzar de sobra hagas lo que hagas. Y eso este lg g7 no lo brinda ni cerca."
3,Bueno,"Pedi el talle maximo, XXXL porque soy mas bien robusto. Es decir peso 107 kilos y mido 1.73. O sea, enfatizo esto porque no soy un gordo que no encuentra talle de ropa por ningun lado. El chaleco en cuestion mide unos 59 o 60 cm de ancho y con un polar y una campera polar (muy finita) tengo que hacer presion para cerrarlo. Con la campera que uso habitualmente en la moto directamente no cierra. El cierre delantero es un abrojo de mediana calidad de apenas unos 7 cm de largo, bastante angostito, que puede ser que se mantenga cerrado mientras estas parado pero ni bien te sentas en la moto la presion del vientre lo abre sin ningun problema. Como consecuencia el chaleco queda flameando y se convierte en una molestia (y en un peligro). Probablemente cuando haga calor y no andemos tan abrigados pueda usarse mejor, pero de momento para la gente que ronde mi peso y altura recomiendo mirar otros productos, quizas mas de marca que es lo que debi hacer yo desde el primer momento porque ni con el talle mas grande van a poder usarlo como exige la ley."
3,Cumple su funcion pero requiere mucha atencion.,"Es de simple instalación (solo atornillar a la garrafa) no requiere regulador ni nada mas que un fósforo para prenderla. No tiene ninguna perilla o válvula por lo que no se puede regular la intensidad. No tiene chispero ni sensor por si se apaga.  Siendo tan básica es necesario ser Muy cuidadoso al encendido y prestarle atención mientras funciona ya que por ejemplo instalarla floja podría generar perdidas de gas entre la garrafa y la pantalla o un encendido errado puede encender solo una de las pantallas haciendo que por la otra salga gas (me paso).También hay que tener cuidado con la entrada de aire que tiene. En mi caso tuve que cerrarla apenas un poco con una cinta ya que esta tan abierta que a veces la combustión pasaba desde la pantalla para atrás de la pantalla (no se la ve pero se siente y sigue encendida y quema la pintura). Es un producto básico, funciona pero es peligroso para una persona mayor o alquien descuidado o una persona que tiene miedo al gas. NO lo dejaría encendida en un ambiente sin controlar.  -Cuidado al instalarla (verificar que este bien atornillada)   -Cuidado al encenderla (verificar que ambas pantallas prendan)   -Cuidado al mantenerla prendida (ver que siga la combustión correctamente que no se pase para atras o se apague)  -Cuidado en ambientes cerrados (ojo con el monoxido de carbono!!)  A nivel rendimiento con una garrafa de 10KG nueva la tuve encendida un total de 20hs y aun queda un poco de gas."
3,Impresora de 7 puntos de 10.,"Imprime hojas comunes muy bien, a gran velocidad en negro, en color va bien colores correctos, obviamente en papel común si se compara con una foto  se la ve más clara. Tuve problemas con impresiones con papel fotográfico, por el cual le cuesta tomar el papel tipo glosy brillante directamente no toma el papel, no sé a que se debe, y si lo toma le cuesta mucho. Deben mejorar ese tema. Y en cuanto a la construcción, es simple, de pocas opciones con su panel para ser operado a través con la PC si se le quiere sacar el jugo. Tiene parte móviles algo delicadas, y lo sobresaliente es su sistema continuo de tinta. Imprimir en negro, una resma de 500 hojas de A4 me ocupo cuarta parte del tanque de tinta negra. Imprimir en color no lo termino más, la tinta vencen en el 2022, así que tomar en cuenta los vencimientos. Su cabezal de impresión es diferente a las de los demás impresoras, llamado PrecisionCore, cual es su segundo punto fuerte junto con su ecotank. Recomiendo usar tintas originales solamente."
3,Impresora de 7 puntos de 10.,"Imprime hojas comunes muy bien, a gran velocidad en negro, en color va bien colores correctos, obviamente en papel común si se compara con una foto  se la ve más clara. Tuve problemas con impresiones con papel fotográfico, por el cual le cuesta tomar el papel tipo glosy brillante directamente no toma el papel, no sé a que se debe, y si lo toma le cuesta mucho. Deben mejorar ese tema. Y en cuanto a la construcción, es simple, de pocas opciones con su panel para ser operado a través con la PC si se le quiere sacar el jugo. Tiene parte móviles algo delicadas, y lo sobresaliente es su sistema continuo de tinta. Imprimir en negro, una resma de 500 hojas de A4 me ocupo cuarta parte del tanque de tinta negra. Imprimir en color no lo termino más, la tinta vencen en el 2022, así que tomar en cuenta los vencimientos. Su cabezal de impresión es diferente a las de los demás impresoras, llamado PrecisionCore, cual es su segundo punto fuerte junto con su ecotank. Recomiendo usar tintas originales solamente."
3,Impresora de 7 puntos de 10.,"Imprime hojas comunes muy bien, a gran velocidad en negro, en color va bien colores correctos, obviamente en papel común si se compara con una foto  se la ve más clara. Tuve problemas con impresiones con papel fotográfico, por el cual le cuesta tomar el papel tipo glosy brillante directamente no toma el papel, no sé a que se debe, y si lo toma le cuesta mucho. Deben mejorar ese tema. Y en cuanto a la construcción, es simple, de pocas opciones con su panel para ser operado a través con la PC si se le quiere sacar el jugo. Tiene parte móviles algo delicadas, y lo sobresaliente es su sistema continuo de tinta. Imprimir en negro, una resma de 500 hojas de A4 me ocupo cuarta parte del tanque de tinta negra. Imprimir en color no lo termino más, la tinta vencen en el 2022, así que tomar en cuenta los vencimientos. Su cabezal de impresión es diferente a las de los demás impresoras, llamado PrecisionCore, cual es su segundo punto fuerte junto con su ecotank. Recomiendo usar tintas originales solamente."
3,Impresora de 7 puntos de 10.,"Imprime hojas comunes muy bien, a gran velocidad en negro, en color va bien colores correctos, obviamente en papel común si se compara con una foto  se la ve más clara. Tuve problemas con impresiones con papel fotográfico, por el cual le cuesta tomar el papel tipo glosy brillante directamente no toma el papel, no sé a que se debe, y si lo toma le cuesta mucho. Deben mejorar ese tema. Y en cuanto a la construcción, es simple, de pocas opciones con su panel para ser operado a través con la PC si se le quiere sacar el jugo. Tiene parte móviles algo delicadas, y lo sobresaliente es su sistema continuo de tinta. Imprimir en negro, una resma de 500 hojas de A4 me ocupo cuarta parte del tanque de tinta negra. Imprimir en color no lo termino más, la tinta vencen en el 2022, así que tomar en cuenta los vencimientos. Su cabezal de impresión es diferente a las de los demás impresoras, llamado PrecisionCore, cual es su segundo punto fuerte junto con su ecotank. Recomiendo usar tintas originales solamente."
3,Impresora de 7 puntos de 10.,"Imprime hojas comunes muy bien, a gran velocidad en negro, en color va bien colores correctos, obviamente en papel común si se compara con una foto  se la ve más clara. Tuve problemas con impresiones con papel fotográfico, por el cual le cuesta tomar el papel tipo glosy brillante directamente no toma el papel, no sé a que se debe, y si lo toma le cuesta mucho. Deben mejorar ese tema. Y en cuanto a la construcción, es simple, de pocas opciones con su panel para ser operado a través con la PC si se le quiere sacar el jugo. Tiene parte móviles algo delicadas, y lo sobresaliente es su sistema continuo de tinta. Imprimir en negro, una resma de 500 hojas de A4 me ocupo cuarta parte del tanque de tinta negra. Imprimir en color no lo termino más, la tinta vencen en el 2022, así que tomar en cuenta los vencimientos. Su cabezal de impresión es diferente a las de los demás impresoras, llamado PrecisionCore, cual es su segundo punto fuerte junto con su ecotank. Recomiendo usar tintas originales solamente."
3,Impresora de 7 puntos de 10.,"Imprime hojas comunes muy bien, a gran velocidad en negro, en color va bien colores correctos, obviamente en papel común si se compara con una foto  se la ve más clara. Tuve problemas con impresiones con papel fotográfico, por el cual le cuesta tomar el papel tipo glosy brillante directamente no toma el papel, no sé a que se debe, y si lo toma le cuesta mucho. Deben mejorar ese tema. Y en cuanto a la construcción, es simple, de pocas opciones con su panel para ser operado a través con la PC si se le quiere sacar el jugo. Tiene parte móviles algo delicadas, y lo sobresaliente es su sistema continuo de tinta. Imprimir en negro, una resma de 500 hojas de A4 me ocupo cuarta parte del tanque de tinta negra. Imprimir en color no lo termino más, la tinta vencen en el 2022, así que tomar en cuenta los vencimientos. Su cabezal de impresión es diferente a las de los demás impresoras, llamado PrecisionCore, cual es su segundo punto fuerte junto con su ecotank. Recomiendo usar tintas originales solamente."
